address,business_certificate,business_id,business_name,city,latitude,longitude,owner_address,owner_city,owner_name,owner_state,owner_zip,phone_number,postal_code,tax_code
2335 03rd St,389602,83520,The Plant Cafe Organic,SF,null,null,958 Illinois St.,SF,Lettus LLC,CA,94107,null,94107,H26
555 02nd St,1015310,83746,The Lord George,SF,null,null,555 2nd St.,SF,2nd Street Bar LLC,CA,94107,null,94107,H25
1330 25th St,143153,83843,Annie's Hot Dogs,SF,null,null,17 Shemran CT,Fairfax,Ny Frankfurter Co Of Ca Inc,CA,94930,null,94107,H33
151 Townsend St,1015757,84196,The Bagel Bakery Cafe,SF,null,null,151 Townsend St.,SF,Chea Sok May,CA,94107,null,94107,H25
399 04th St,475221,84392,Genji Sushi,SF,null,null,1500 Johh F Kennedy Blvd. #725,Philadelphia,Genji Pacific LLC,PA,19102,null,94107,H28
1111 08th St,1009484,84558,Ruru Juice LLC,San Francisco,null,null,1016 Cornel Avenue,Albany,Ruru Juice LLC,CA,94706,14150968087,94107,H79
100 Brannan St,1008102,84793,Caputo,SF,null,null,100 Brannan St.,SF,100 Brannan LLC,CA,94107,null,94107,H26
710 03rd St,1017512,84922,Taco Bell Cantina #31685,SF,null,null,"5635 West Las Positas Blvd., Suite 406",Pleasanton,Golden Gate Bell LLC,CA,94588,null,94107,H25
431 02nd St,1017852,85049,Aunty Vicky's,San Francisco,null,null,3741 Cesar Chavez Street,San Francisco,Aunty Vicky's,CA,94110,null,94107,H79
301 King St,1019555,85170,Panera Bread,null,null,null,P.O. Box 507,West Linn,Pan NorCal LLC,OR,97068,null,94107,H26
917 Folsom St,343971,85384,DNA Pizza,null,null,null,375 11th St,San Francisco,Sensoria LLC,CA,94103,14155624337,94107,H26
100 Connecticut St,1023620,85501,Connecticut Yankee,null,null,null,100 Connecticut St,San Francisco,Little's LLC,CA,94107,null,94107,H25
601 19th St,1004666,85594,The Pearl,null,null,null,601 19th St,San Francisco,"Mortar and Mash One, LLC",CA,94107,14155267171,94107,H26
855 Harrison St,359934,85661,K & L Wine Merchants,null,null,null,3005 El Camino Real,Redwood City,BBCK Enterprises Inc,CA,94061,14155891734,94107,H06
600 03rd St,1017541,86111,Local Tap,null,null,null,4210 Judah Street #102,San Francisco,"Golden Horn Ventures, LLC",CA,94122,14155995654,94107,H25
2152 03rd St,1007133,86148,Bento,null,null,null,434 Lee St # 301,Oakland,"Bento Technology, Inc",CA,94610,14155301332,94107,H74
474 03rd St,1022105,86151,Ruchi's Restaurant,null,null,null,"826 Jackson St., Apt 302",San Francisco,Ruchi's Restaurant,CA,94133,14155543800,94107,H25
330 Townsend St,1019405,86221,Popsons,null,null,null,"2425 Mission Street, #B",San Francisco,"B & M Burger, LLC",CA,94110,14159881393,94107,H24
24 Willie Mays Pl,452039,86331,Creperie Saint Germain,San Francisco,null,null,1760 Cesar Chavez Ste L,San Francisco,Zee Cooks LLC,CA,94124,14155947348,94107,H79
685 Folsom St,489065,86333,Wine Down,null,null,null,1721 Chesnut st #303,San Francisco,"Wine Down SF, LLC",CA,94123,14155827539,94107,H87
900 22nd St,1021854,86362,Aina,null,null,null,900 22nd St,San Francisco,Aina Dogpatch LLC,CA,04107,14155338758,94107,H25
737 03rd St,488272,86382,Bacon Bacon,null,null,null,205A frederick St,San Francisco,Bacon Bacon LLC,CA,94117,14155301968,94107,H25
333 Brannan St,422846,86484,Dropbox,null,null,null,333 Brannan St,San Francisco,"Evenflow, Inc",CA,94107,null,94107,H84
"2565 03rd St, #336",1012103,86590,Fork and Spoon Productions,San Francisco,null,null,2565 03rd St #336,San Francisco,AGA Restaurant Group LLC,CA,94107,null,94107,H74
1069 Pennsylvania Ave,483495,86715,Green Heart Foods LLC,null,null,null,319 Arkansas St,San Francisco,"Green Heart Foods, LLC",CA,94107,14155277307,94107,H30
690 Folsom St,1029468,87258,Spin,San Francisco,null,null,48 East 23rd St,New York,Spin San Francisco LLC,NY,10010,null,94107,H26
2948 Folsom St,1029991,87943,NEEM,San Francisco,null,null,"250 King St., #722",San Francisco,NEEM,Ca,94107,14155636468,94107,H74
780 Wisconsin St,1031443,88079,The Cottage Baking Company,San Francisco,null,null,780 Wisconsin Street,San Francisco,Arlene N Kato,CA,94107,null,94107,H98
185 Berry St 4th Floor,480705,88110,Stripe,null,null,null,3180 18th St.,San Francisco,Stripe,Ca,94110,14155279556,94107,H84
1555 Mariposa St,379130,88326,Live Oak School,San Francisco,null,null,1555 Mariposa St.,San Francisco,"Live Oak, A Learning Center for Children",Ca.,94107,14155564723,94107,H91
3472 Mission St,1013459,88381,Old Devil Moon,San Francisco,null,null,1105 Leavenworth #1,San Francisco,"Old Devil Moon, LLC",California,94109,null,94107,H25
901 16th St,445661,88432,Buena Fe,null,null,null,"61 Crestwood Dr, Apt. 28",Daly City,Gerardo Ulloa,CA,94015,14155949846,94107,H79
24 Willie Mays Plaza,303652,89198,"AT&T Park - Beer Cart/View Level, Sec. 333",null,null,null,1 Independence Pointe,Greenville,"Volume Services, Inc.",SC,29615,null,94107,H36
24 Willie Mays Plaza,303652,89199,"AT&T Park - Beer Cart/Lower CF, Sec. 140",null,null,null,1 Independence Pointe,Greenville,"Volume Services, inc.",SC,29615,null,94107,H36
24 Willie Mays Plaza,303652,89200,"AT&T Park - Beer Cart/Lower CF, Sec. 142",null,null,null,1 Independence Pointe,Greenville,"Volume Services, inc.",SC,29615,null,94107,H36
24 Willie Mays Plaza,303652,89201,"AT&T Park-Tony's Pizza/View Lvl, Sec. 314",null,null,null,1 Independence Pointe,Greenville,"Volume Services, Inc.",SC,29615,null,94107,H36
24 Willie Mays Plaza,303652,89204,"AT&T - Hol n Jam Cart/Upper CF, Sec. 142",null,null,null,1 Independence Pointe,Greenville,"Volume Services, Inc.",SC,94107,null,94107,H36
779 Clay St,439582,99,J & M A-1 CAFE RESTAURANT LLC,San Francisco,37.7943,-122.406,779 CLAY ST.,SAN FRANCISCO,J & M A-1 CAFÉ RESTAURANT LLC,CA,94108,null,94108,H24
1099 Powell St,944426,101,Cable Car Corner,San Francisco,37.7946,-122.41,1099 Powell St,San Francisco,Pervez Noorali,CA,94108,null,94108,H24
900 Pine St,350330,108,Rue Lepic,San Francisco,37.7909,-122.411,900 Pine St,San Francisco,Michiko Boccara,CA,94108,null,94108,H24
431 Bush St,183875,121,Akikos Sushi,San Francisco,37.7906,-122.405,431  Bush St,San Francisco,Chung H. Teng & Chin C. Lin,CA,94102,null,94108,H24
43 O'Farrell St,356054,415,Cafe Madeleine,San Francisco,37.7867,-122.405,43 O'Farrell St,San Francisco,"San Francisco Madeleine, Inc",CA,94108,null,94108,H24
570 Powell St,938813,500,Roxanne Cafe,San Francisco,37.79,-122.409,601 SUTTER ST,SAN FRANCISCO,ROXANNE SOTANO INC,CA,94102,null,94108,H24
854 Washington St,180797,891,Lucky Creation Vegetarian Restaurant LLC,San Francisco,37.7951,-122.407,854 Washington St,San Francisco,Lucky Creation Vegetarian Restaurant LLC,CA,94108,null,94108,H24
419 Grant Ave,951922,903,Sabra Restaurant,San Francisco,37.7909,-122.406,419 GRANT AVE,SAN FRANCISCO,SABABA INC,CA,94108,14155983656,94108,H24
0259 Kearny St,400755,905,Working Girls' Cafe',San Francisco,37.7905,-122.404,259 KEARNY ST,SAN FRANCISCO,WORKING GIRLS CAFE INC,CA,94108,null,94108,H24
218 Stockton St,443299,917,Town & Country Club,San Francisco,37.7879,-122.407,218 Stockton,San Francisco,Town & Country Club Corp,CA,94108,null,94108,H24
600 Stockton St 4th Floor,201616,919,"Ritz-Carlton, SF -  P-37 Restaurant and Bar",San Francisco,37.7918,-122.407,600 Stockton St,San Francisco,The Ritz-Carlton Hotel Co,CA,94108,null,94108,H24
600 Stockton St 8th Floor,201616,920,Ritz-Carlton SF - Club Lounge,San Francisco,37.7918,-122.407,600 Stockton St,San Francisco,The Ritz-Carlton Hotel Company.,CA,94108,null,94108,H24
75 O'Farrell St,355454,1458,BIO,San Francisco,37.7866,-122.406,75 O'Farrell St,San Francisco,Crepe O Chocolat,CA,94108,null,94108,H24
359 Grant Ave,911744,1505,Starbucks Coffee Company #6765,San Francisco,37.7904,-122.406,359 Grant Ave,San Francisco,Starbucks Coffee Company,CA,94108,null,94108,H25
"150 Stockton St, Ground Floor",137915,1532,Neiman Marcus On The Square,San Francisco,37.7916,-122.408,150 Stockton St,San Francisco,Neiman Marcus Group,CA,94108,null,94108,H25
715 Bush St,86830,1564,Cornell Hotel - Jeanne D'Arc,San Francisco,37.7901,-122.409,715 Bush St,San Francisco,Claude  & Micheline Lambert,CA,94108,null,94108,H25
700 Bush St,349110,1565,Uncle Vito's Pizza,San Francisco,37.7902,-122.409,700 Bush St,San Francisco,Uncle Vito's Pizza LLC,CA,94108,null,94108,H25
601 Kearny St,370551,1594,Young's Restaurant,San Francisco,37.7937,-122.405,601 Kearny St,San Francisco,Xi Huan Ma,CA,94108,null,94108,H25
225 Stockton St,368579,1710,Emporio Rulli Il Caffe at Union Square,San Francisco,37.7879,-122.407,464 Magnolia Ave,Larkspur,Emporio Rulli Il Caffe at Union Square,CA,94939,null,94108,H25
1152 Taylor St,126501,1829,Nob Hill Cafe,San Francisco,37.7932,-122.413,1152 Taylor St,San Francisco,Perdix Inc,CA,94108,null,94108,H25
217 Kearny St,347948,1832,Murphy's,San Francisco,37.7901,-122.404,217 Kearny St,San Francisco,"Conary & Murphy, LLC",CA,94108,null,94108,H25
960 Grant Ave,396643,2216,Hong Kong Clay Pot City Restaurant,San Francisco,37.7959,-122.407,960 Grant Ave,San Francisco,Elaine Chen,CA,94108,null,94108,H25
1068 Stockton St,304249,2233,The AA Bakery & Cafe,San Francisco,37.7956,-122.408,1068 Stockton St,San Francisco,"Dragon City, Inc",CA,94108,null,94108,H25
834 Washington St,113429,2234,Kam Lok Restaurant,San Francisco,37.7951,-122.407,834 Washington St,San Francisco,"Kam Lok Restaurant, Inc",CA,94108,null,94108,H25
18 California St,330928,2240,Le Regency,San Francisco,37.7937,-122.397,18  California St,San Francisco,Zenop Ayanian,CA,94111,null,94108,H25
7 Claude Ln,316872,2243,Cafe Claude,San Francisco,37.7899,-122.404,7  Claude Ln,San Francisco,Cafe Claude Restaurant Inc,CA,94108,null,94108,H25
0264 Kearny St,911744,2245,Starbucks Coffee Co,San Francisco,37.7905,-122.404,264 Kearny St,San Francisco,Starbucks Coffee Co,CA,94108,null,94108,H25
600 Stockton St 2nd Floor,201616,2261,Ritz-Carlton SF - Employee Cafeteria,San Francisco,37.7918,-122.407,"600 Stockton St, Lower Level",San Francisco,The Ritz Carlton Hotel Co,CA,94108,null,94108,H25
600 Stockton St 2nd Floor,201616,2262,Ritz-Carlton SF - Banquet Kitchen,San Francisco,37.7918,-122.407,600 Stockton St,San Francisco,The Ritz-Carlton Hotel Company,CA,94108,null,94108,H25
266 Sutter St,425969,2501,Posh Bagel,San Francisco,37.7897,-122.405,266 SUTTER ST,SAN FRANCISCO,NGO RICKY H,CA,94108,null,94108,H25
550 Powell St,938813,2601,Last Drop Tavern,San Francisco,37.7899,-122.409,550 Powell St,San Francisco,Roxanne Sotano Inc,CA,94108,null,94108,H25
390 Stockton St,911744,2805,Starbucks Coffee,San Francisco,37.7893,-122.407,390 Stockton St,San Francisco,Starbucks Corporation,CA,94108,null,94108,H25
345 Stockton St Flr 2B,182586,2823,Grand Hyatt - Bistro-Employee Cafeteria,San Francisco,37.7889,-122.407,345 Stockton St,San Francisco,Hyatt Corporation,CA,94108,null,94108,H25
718 California St,68466,2950,Cathay House,San Francisco,37.7925,-122.406,718 California St,San Francisco,Cathay Restaurant of Calif.,CA,94108,null,94108,H26
835 Kearny St,416650,2970,Good Earth Cafe,San Francisco,37.7958,-122.405,835 KEARNY ST,SAN FRANCISCO,"CAFE GOOD EARTH, LLC",CA,94108,null,94108,H26
631 Grant Ave,331691,3014,Far East Cafe,San Francisco,37.793,-122.406,631 Grant Ave,San Francisco,Hong Nin Holdings Inc,CA,94108,null,94108,H26
631 Kearny St,911820,3016,"R & G Executive Lounge, Inc",San Francisco,37.7942,-122.405,631 Kearny St,San Francisco,"R & G Executive Lounge, Inc",CA,94108,null,94108,H26
545 Powell St,480740,3111,The Family,San Francisco,37.7899,-122.409,545 Powell St,San Francisco,The Family Club   Michael D Gallagher,CA,94108,null,94108,H26
345 Stockton St Flr 3B,182586,3118,Hyatt Union Square Main Kitchen,San Francisco,37.7889,-122.407,345 Stockton St,San Francisco,Hyatt Corporation,CA,94108,null,94108,H26
453 Bush St,922947,3121,Le Central Bistro Corp,San Francisco,37.7906,-122.405,453 Bush St,San Francisco,Le Central Bistro Corp,CA,94108,null,94108,H26
800 Powell St,909965,3492,University Club,San Francisco,37.7923,-122.409,800 Powell St,San Francisco,University Club Inc,CA,94108,null,94108,H26
1257 Taylor St,126501,3497,Venticello Ristorante,San Francisco,37.7942,-122.413,1257 Taylor St,San Francisco,Perdix Inc,CA,94108,null,94108,H26
1000 California St,38120,3498,Pacific Union Club,San Francisco,37.7918,-122.411,1000  California St,San Francisco,Pacific Union Club,CA,94108,null,94108,H26
760 Clay St,911088,3504,Oriental Pearl Restaurant,San Francisco,37.7943,-122.406,760  Clay St,San Francisco,Tai Fat Development Inc,CA,94108,null,94108,H26
850 Grant Ave,336537,3522,Bow Hon Restaurant,San Francisco,37.795,-122.406,850 Grant Ave,San Francisco,"New Bow Hon Seafood, Inc",CA,94108,null,94108,H26
11 Walter U Lum Pl,471191,3547,Golden Star Vietnamese Restaurant,San Francisco,37.7946,-122.406,11 Walter U Lum Pl,San Francisco,Hante Dang  & John Kuo,CA,94108,null,94108,H26
150 Stockton St,137915,3578,Neiman Marcus - Rotunda,San Francisco,37.7871,-122.406,150 Stockton St,San Francisco,Neiman-Marcus,CA,94108,null,94108,H26
744 Washington St,376647,3676,Chinatown Restaurant,San Francisco,37.7952,-122.406,744 Washington St,San Francisco,"Chinatown Restaurant, Inc",CA,94108,null,94108,H26
733 Washington St,945302,3816,Washington Bakery & Restaurant,San Francisco,37.7952,-122.406,733 Washington St,San Francisco,Washington H & D Inc,CA,94108,null,94108,H26
901 Grant Ave,4069,4055,Buddha Lounge,San Francisco,37.7952,-122.407,901 Grant Ave,San Francisco,Buddha Lounge Corp,CA,94108,null,94108,H86
801 Bush St,334303,4064,Summer Place,San Francisco,37.7899,-122.41,801  Bush St,San Francisco,Ok Su Gordon,CA,94108,null,94108,H86
916 Grant Ave,305495,4197,Li Po Cocktail Lounge,San Francisco,37.7953,-122.406,916 Grant Ave,San Francisco,Li Po Inc,CA,94108,null,94108,H86
641 Bush St,947644,4206,Chelsea Place,San Francisco,37.7902,-122.408,641 Bush St,San Francisco,Sangsun Anderson,CA,94108,null,94108,H86
600 Stockton St 2nd Floor,201616,4209,Ritz-Carlton SF - Bakery,San Francisco,37.7914,-122.407,600 Stockton St,San Francisco,The Ritz-Carlton Hotel Company,CA,94108,null,94108,H87
716 Grant Ave,380662,4447,Food Express,San Francisco,37.7936,-122.406,716 Grant Ave,San Francisco,"Commus, LLC",CA,94108,null,94108,H28
798 Bush St,373280,4461,Cottage Market,San Francisco,37.79,-122.41,798 Bush St,San Francisco,Elias Abuyaghi & Susan Abuyaghi,CA,94108,null,94108,H07
1045 Stockton St,401228,4533,Gourmet Delight,San Francisco,37.7956,-122.408,1045 Stockton St,San Francisco,"TZK, Inc",CA,94108,null,94108,H28
1199 Clay St,76814,4606,V-J Grocery & Deli,San Francisco,37.7934,-122.413,1199 Clay St,San Francisco,Spiros Tsifourdaris,CA,94108,null,94108,H03
1041 Stockton St,355239,4607,New Golden Daisy,San Francisco,37.7956,-122.408,1041 STOCKTON ST,SAN FRANCISCO,GOLDEN DAISY INC,CA,94108,null,94108,H28
1051 Stockton St,333732,4608,Gourmet Kitchen,San Francisco,37.7956,-122.408,1051 Stockton St,San Francisco,Yu Lin Wu,CA,94108,null,94108,H28
423 Stockton St,311841,4610,Liquor & Deli On Union Square,San Francisco,37.79,-122.407,423 Stockton St,San Francisco,Shakib Kaileh & Iliana Kaileh,CA,94108,null,94108,H28
621 Kearny St,305592,4932,Good Luck Market & Deli,San Francisco,37.7939,-122.405,621 Kearny St,San Francisco,Annie Deng Yang,CA,94108,null,94108,H28
727 Washington St,949699,4985,Sweet Mart,San Francisco,37.7952,-122.406,727 Washington St,San Francisco,D. & F. Lo Inc,CA,94108,null,94108,H07
NW Corner Post at Stockton St (N/W),392127,5437,Stanley's Steamers,San Francisco,37.7916,-122.408,9 Magee Court,Moraga,"San Francisco Carts and Concessions, Inc.",CA,94556,null,94108,H78
1100 California St,44933,5564,Aramark at Grace Cathedral,San Francisco,37.7915,-122.413,1100 California St,San Francisco,Aramark Corporation,CA,94108,null,94108,H24
659 Pine St,770174,5946,Notre Dame des Victoires,San Francisco,37.7914,-122.406,659 Pine St,San Francisco,Archidiocese of San Francisco,CA,94108,null,94108,H91
600 Stockton St,201616,6164,"Ritz-Carlton, SF -  Gift Shop",San Francisco,37.7914,-122.407,600 Stockton St,San Francisco,The Ritz-Carlton Hotel Company,CA,94108,null,94108,H01
667 Grant Ave,5510,6176,China Bazaar,San Francisco,37.7931,-122.406,667 Grant Ave,San Francisco,Sinclair Louie,CA,94108,null,94108,H01
725 Grant Ave,5510,6177,Far East Flea Market,San Francisco,37.7936,-122.406,725 Grant Ave,San Francisco,"China Bazaar, Inc",CA,94108,null,94108,H01
867 Washington St,936538,6305,Tai Shing Co,San Francisco,37.795,-122.408,867 Washington St,San Francisco,Yuk Shing Cham,CA,94108,null,94108,H01
950 Mason St,209731,6494,Travel Traders #719,San Francisco,37.7923,-122.411,950 Mason St,San Francisco,Travel Traders Hotel Stores,CA,94108,null,94108,H01
814 Stockton St,143497,6524,Wonkow Food Products,San Francisco,37.7933,-122.408,814 Stockton St,San Francisco,Wonkow International Enterprises,CA,94108,null,94108,H03
611 Bush St,405440,6743,Food Fair Market,San Francisco,37.7903,-122.407,611 Bush St.,San Francisco,Peter J. Prongos,CA,94108,14155660987,94108,H03
612 Kearny St,347167,6845,David's Food Store,San Francisco,37.7938,-122.405,612 Kearny St,San Francisco,David Cheng Huang,CA,94108,null,94108,H03
838 Washington St,371914,6995,Wang Chung Co,San Francisco,37.7951,-122.407,838 Washington St,San Francisco,Zhuo Xuan Yu and Sui Jin Tan,CA,94108,null,94108,H03
857 Washington St,360573,7000,Great China Herb Co.,San Francisco,37.795,-122.408,857 WASHINGTON ST.,SAN FRANCISCO,TAI FUNG WO HERB INC.,CA,94108,null,94108,H03
996 Pine St,207820,7474,Pine & Taylor Market,San Francisco,37.7907,-122.412,996 Pine St,San Francisco,Anton Buqeileh & Samia Buqueileh,CA,94108,null,94108,H07
949 Grant Ave,135140,7482,Ten Ren Tea Co S F Ltd,San Francisco,37.7958,-122.407,949 GRANT AV,SAN FRANCISO,LII LIH-WOAN,CA,94108,null,94108,H07
56 Ross Alley,11189,8077,Golden Gate Fortune Cookies,San Francisco,37.7956,-122.407,56 Ross Alley,San Francisco,Franklin Leong,CA,94108,null,94108,H21
764 Commercial St,181045,8113,Four Seas Import Export,San Francisco,37.794,-122.406,764 Commercial St,San Francisco,"Four Seas Interprises, Inc",CA,94108,null,94108,H22
340 Post St,472864,8821,Williams-Sonoma,San Francisco,37.7884,-122.407,3250 VAN NESS AV,SAN FRANCISCO,WILLIAMS-SONOMA STORES INC,CA,94109,null,94108,H80
439 Stockton St,323221,9273,Taqueria Mana,San Francisco,37.79,-122.407,439 Stockton St,San Francisco,Jose A Cornejo,CA,94108,null,94108,H24
653 Kearny St,364699,9289,Subway #27715,San Francisco,37.7943,-122.405,653 Clay St,San Francisco,DJG Fairmount Four Inc,CA,94108,null,94108,H29
720 Grant Ave,8321,9679,Eastern Bakery Inc,San Francisco,37.7936,-122.406,720 Grant Ave,San Francisco,Eastern Bakery Inc,CA,94108,null,94108,H25
245 Kearny St,374204,10625,Boxed Foods Company,San Francisco,37.7905,-122.404,245 Kearny St,San Francisco,Gourmet Provisions LLC,CA,94108,null,94108,H24
217 Sutter St,355425,10986,7-Eleven Store 2231-33437T,San Francisco,37.7897,-122.404,217 Sutter St,San Francisco,"7-Eleven, Inc",CA,94108,null,94108,H07
845 Bush St,362193,14909,White Swan Inn,San Francisco,37.7898,-122.411,845 Bush St,San Francisco,Petite Swan LLC,CA,94108,null,94108,H24
863 Bush St,362193,14910,Petite Auberge,San Francisco,37.7898,-122.411,845 Bush,San Francisco,Petite Swan LLC,CA,94108,null,94108,H24
818 Washington St,397410,18480,Imperial Palace,San Francisco,37.7951,-122.407,818 Washington St,San Francisco,Wok and Roll Inc,CA,94108,null,94108,H26
750 Kearny St 1st Floor,60906,18952,Hilton Financial District- Restaurant Seven Fifty,San Francisco,37.7951,-122.405,750 Kearny St,San Francisco,Justice Investors,CA,94108,null,94108,H26
750 Kearny St 2nd Floor,60906,18953,Hilton Financial District- Banquet & Catering,San Francisco,37.7951,-122.405,750 Kearny St,San Francisco,Justice Investors,CA,94108,null,94108,H26
750 Kearny St 1st Floor,60906,18954,Hilton Financial District-Flute Coffee and Wine Bar,San Francisco,37.7951,-122.405,750 Kearny St,San Francisco,Justice Investors,CA,94108,null,94108,H24
